"name","authors","year","base","booktitle","doi"
"Mitochondrial genotype modulates mtDNA copy number and organismal phenotype in Drosophila","Tiina S. Salminen and Marcos T. Oliveira and Giuseppe Cannino and Päivi Lillsunde and Howard T. Jacobs and Laurie S. Kaguni",2017,"[""Science Direct""]",,"https://doi.org/10.1016/j.mito.2017.02.001"
"The hazard prediction test: A comparison of free-response and multiple-choice formats","Petya Ventsislavova and David Crundall",2018,"[""Science Direct""]",,"https://doi.org/10.1016/j.ssci.2018.06.004"
"F-TRIDYN: A Binary Collision Approximation code for simulating ion interactions with rough surfaces","Jon Drobny and Alyssa Hayes and Davide Curreli and David N. Ruzic",2017,"[""Science Direct"",""Engineering Village""]",,"https://doi.org/10.1016/j.jnucmat.2017.07.037"
"Solution of the Skyrme–HF+BCS equation on a 3D mesh, II: A new version of the Ev8 code","W. Ryssens and V. Hellemans and M. Bender and P.-H. Heenen",2015,"[""Science Direct""]",,"https://doi.org/10.1016/j.cpc.2014.10.001"
"Simulation of boil-off losses during transfer at a LH2 based hydrogen refueling station","Guillaume Petitpas",2018,"[""Science Direct""]",,"https://doi.org/10.1016/j.ijhydene.2018.09.132"
"Information transmission and the oral tradition: Evidence of a late-life service niche for Tsimane Amerindians","Eric Schniter and Nathaniel T. Wilcox and Bret A. Beheim and Hillard S. Kaplan and Michael Gurven",2018,"[""Science Direct""]",,"https://doi.org/10.1016/j.evolhumbehav.2017.10.006"
"Visualizing Time-based Weighted Coupling Using Particle Swarm Optimization to Aid Program Comprehension","Rully Agus Hendrawan and Katsuhisa Maruyama",2015,"[""Science Direct"",""Engineering Village""]",,"https://doi.org/10.1016/j.procs.2015.12.168"
"Food Insecurity Experience: Building Empathy in Future Food and Nutrition Professionals","Alison Harmon and Kara Landolfi and Carmen Byker Shanks and Leanna Hansen and Laura Iverson and Melody Anacker",2017,"[""Science Direct""]",,"https://doi.org/10.1016/j.jneb.2016.10.023"
"A coupled approach for vehicle brake cooling performance simulations","Alexey Vdovin and Mats Gustafsson and Simone Sebben",2018,"[""Science Direct""]",,"https://doi.org/10.1016/j.ijthermalsci.2018.05.016"
"Energy use implications of different design strategies for multi-storey residential buildings under future climates","Uniben Yao Ayikoe Tettey and Ambrose Dodoo and Leif Gustavsson",2017,"[""Science Direct"",""Engineering Village""]",,"https://doi.org/10.1016/j.energy.2017.07.123"
"Centrality bias measure for high density QR code module recognition","Iuliia Tkachenko and William Puech and Olivier Strauss and Jean-Marc Gaudin and Christophe Destruel and Christian Guichard",2016,"[""Science Direct""]",,"https://doi.org/10.1016/j.image.2015.11.007"
"Electronic stopping in oxides beyond Bragg additivity","P. Sigmund and A. Schinner",2018,"[""Science Direct""]",,"https://doi.org/10.1016/j.nimb.2017.11.023"
"Mapping Abbreviated Injury Scale data from 1990 to 1998 versions: A stepping-stone in the contemporary evaluation of trauma","Cameron S. Palmer and Jacelle Lang and Glen Russell and Natalie Dallow and Kathy Harvey and Belinda Gabbe and Peter Cameron",2013,"[""Science Direct""]",,"https://doi.org/10.1016/j.injury.2012.08.033"
"Investigation on the potential use of thorium as fuel for the Sodium-cooled Fast Reactor","H. György and Sz. Czifrus",2017,"[""Science Direct""]",,"https://doi.org/10.1016/j.anucene.2017.01.030"
"Exploring the relations between epistemic beliefs, emotions, and learning from texts","Gregory J. Trevors and Krista R. Muis and Reinhard Pekrun and Gale M. Sinatra and Marloes M.L. Muijselaar",2017,"[""Science Direct""]",,"https://doi.org/10.1016/j.cedpsych.2016.10.001"
"Adaptively post-encoding multiple description video coding","Xuguang Lan and Meng Yang and Yuan Yuan and Songlin Zhao and Nanning Zheng",2013,"[""Science Direct""]",,"https://doi.org/10.1016/j.neucom.2012.08.015"
"Face recognition algorithm based on discriminative dictionary learning and sparse representation","Zhenyu Lu and  Linghua Zhang",2016,"[""Science Direct""]",,"https://doi.org/10.1016/j.neucom.2015.09.091"
